concept_id,concept,category,status,first_seen_paper,first_seen_year,latest_seen_paper,latest_seen_year,page_path,primary_reference_doi,openalex_id,dimensions_id,sciscinet_id,aliases
surprising_effect_reproducibility_penalty,Surprising-effect reproducibility penalty,validations,full_text_seed,Open Science Collaboration (2015),2015,Open Science Collaboration (2015),2015,concepts/validations/surprising_effect_reproducibility_penalty.md,10.1126/science.aac4716,W1897139626,pub.1033571999,W1897139626,surprise reproducibility penalty; low-prior replication risk; unexpected-effect replication gradient; surprising finding reproducibility caveat
design_complexity_power_moderation,Design complexity-power moderation,validations,full_text_seed,Open Science Collaboration (2015),2015,Open Science Collaboration (2015),2015,concepts/validations/design_complexity_power_moderation.md,10.1126/science.aac4716,W1897139626,pub.1033571999,W1897139626,complexity-power replication moderation; design difficulty by power; implementation challenge moderation; replication complexity-power grid
team_expertise_quality_nonpredictor,Team expertise-quality nonpredictor,validations,full_text_seed,Open Science Collaboration (2015),2015,Open Science Collaboration (2015),2015,concepts/validations/team_expertise_quality_nonpredictor.md,10.1126/science.aac4716,W1897139626,pub.1033571999,W1897139626,replication quality nonpredictor; team expertise moderator null; quality-explanation audit; replication-team adequacy check
broad_shallow_narrow_deep_replication_tradeoff,Broad-shallow versus narrow-deep replication trade-off,methods,full_text_seed,Open Science Collaboration (2015),2015,Open Science Collaboration (2015),2015,concepts/methods/broad_shallow_narrow_deep_replication_tradeoff.md,10.1126/science.aac4716,W1897139626,pub.1033571999,W1897139626,replication breadth-depth trade-off; broad shallow replication portfolio; narrow deep replication program; many-claims versus repeated-claims replication
replication_incentive_tuning_portfolio,Replication incentive-tuning portfolio,mechanisms,full_text_seed,Open Science Collaboration (2015),2015,Open Science Collaboration (2015),2015,concepts/mechanisms/replication_incentive_tuning_portfolio.md,10.1126/science.aac4716,W1897139626,pub.1033571999,W1897139626,replication incentive portfolio; verification incentive tuning; open-science incentive mix; reproducibility policy portfolio
diversity_input_output_coupling,Diversity input-output coupling,mechanisms,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/mechanisms/diversity_input_output_coupling.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,input-output diversity coupling; diversity governance coupling; portfolio input-output diversity; diversity in causes and consequences
disciplinary_perspective_rigor_creativity,Disciplinary-perspective rigor-creativity,mechanisms,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/mechanisms/disciplinary_perspective_rigor_creativity.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,perspective rigor creativity; disciplinary diversity mechanism; epistemic perspective diversity; rigorous creative interdisciplinarity
ignorance_hedging_diversity_rationale,Ignorance-hedging diversity rationale,mechanisms,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/mechanisms/ignorance_hedging_diversity_rationale.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,diversity as ignorance hedge; portfolio robustness diversity; uncertainty hedging rationale; plural options under ignorance
portfolio_learning_diversification,Portfolio learning diversification,mechanisms,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/mechanisms/portfolio_learning_diversification.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,diversified learning portfolio; portfolio exploration learning; science portfolio learning; diversity as learning infrastructure
implicit_parameterized_nonparametric_index,Implicit-parameterized nonparametric index,validations,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/validations/implicit_parameterized_nonparametric_index.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,implicit diversity parameters; nonparametric index parameter audit; hidden diversity weights; diversity exponent caveat
diversity_exponent_property_lattice,Diversity-exponent property lattice,representations,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/representations/diversity_exponent_property_lattice.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,diversity formula lattice; diversity property-exponent map; diversity index family representation; variety-balance-disparity measure lattice
disparity_attribute_coding_matrix,Disparity attribute-coding matrix,methods,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/methods/disparity_attribute_coding_matrix.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,attribute-coded disparity; category attribute matrix; disparity coding matrix; option-distance attribute table
disparity_abundance_viability_boundary,Disparity-abundance viability boundary,validations,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/validations/disparity_abundance_viability_boundary.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,distant-option viability boundary; disparity abundance check; rare-disparate category caveat; diversity tail viability
portfolio_value_commensurability_scaling,Portfolio-value commensurability scaling,methods,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/methods/portfolio_value_commensurability_scaling.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,portfolio value scaling; commensurability protocol; value-dimension normalization; diversity-performance scaling choice
mosaic_interface_portfolio_value,Mosaic-interface portfolio value,mechanisms,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/mechanisms/mosaic_interface_portfolio_value.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,mosaic portfolio value; interface diversity value; combinatorial diversity mechanism; portfolio recombination value
consultative_perspective_elicitation,Consultative perspective elicitation,methods,full_text_seed,Stirling (2007),2007,Stirling (2007),2007,concepts/methods/consultative_perspective_elicitation.md,10.1098/rsif.2007.0213,W2110158660,pub.1011912474,W2110158660,stakeholder perspective elicitation; consultative diversity appraisal; participatory disparity coding; elicited diversity sensitivity
co_citation_journal_rate_substrate,Co-citation journal-rate substrate,methods,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/methods/co_citation_journal_rate_substrate.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,JCR-based FCR; co-citation JCR substrate; journal-rate field baseline
co_cited_article_deduplication_rule,Co-cited article deduplication rule,methods,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/methods/co_cited_article_deduplication_rule.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,co-cited paper unique-node rule; co-citation dedupe; unweighted co-cited field
synchronous_jcr_publication_year_rule,Synchronous JCR publication-year rule,methods,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/methods/synchronous_jcr_publication_year_rule.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,publication-year JCR matching; synchronous journal citation rate; JCR year alignment
rcr_denominator_aggregation_sensitivity,RCR denominator aggregation sensitivity,validations,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/validations/rcr_denominator_aggregation_sensitivity.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,RCR mean-median denominator check; FCR aggregation sensitivity; denominator centering audit
pubmed_indexed_rcr_eligibility_boundary,PubMed-indexed RCR eligibility boundary,datasets,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/datasets/pubmed_indexed_rcr_eligibility_boundary.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,PubMed RCR coverage; PMID eligibility boundary; biomedical article lookup universe
rcr_citation_snapshot_exclusion_boundary,RCR citation-snapshot exclusion boundary,validations,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/validations/rcr_citation_snapshot_exclusion_boundary.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,RCR data-vintage boundary; final-year exclusion rule; citation snapshot censoring
nih_grant_publication_linkage_cleaning,NIH grant-publication linkage cleaning,methods,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/methods/nih_grant_publication_linkage_cleaning.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,NIH output-link cleaning; SPIRES linkage QA; IMPAC PI join
rcr_zero_log_transform_floor,RCR zero log-transform floor,methods,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/methods/rcr_zero_log_transform_floor.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,zero-RCR floor; log-scale zero handling; citation metric log floor
rcr_threshold_interpretation_bands,RCR threshold interpretation bands,measures,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/measures/rcr_threshold_interpretation_bands.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,RCR interpretation thresholds; RCR influence bands; high-RCR heuristic
rcr_translational_outcome_boundary,RCR translational-outcome boundary,consequences,full_text_seed,Hutchins et al. (2016),2016,Hutchins et al. (2016),2016,concepts/consequences/rcr_translational_outcome_boundary.md,10.1371/journal.pbio.1002541,W2953304564,pub.1017460035,W2953304564,RCR translation caveat; applied-audience impact boundary; citation-to-health outcome gap
bare_citation_field_odds_gap,Bare-citation field odds gap,validations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/validations/bare_citation_field_odds_gap.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,raw citation odds gap; cross-field raw citation probability gap; unnormalized citation-rate disparity
unit_mean_lognormal_fit_constraint,Unit-mean lognormal fit constraint,methods,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/methods/unit_mean_lognormal_fit_constraint.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,one-parameter normalized lognormal; unit-mean citation-collapse fit; constrained cf lognormal
fieldwise_lognormal_parameter_compatibility,Fieldwise lognormal-parameter compatibility,validations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/validations/fieldwise_lognormal_parameter_compatibility.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,cross-field fit-parameter agreement; citation-collapse parameter check; lognormal universality diagnostic
top_rank_binomial_dispersion_null,Top-rank binomial dispersion null,validations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/validations/top_rank_binomial_dispersion_null.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,top-z dispersion null; field-share ranking null; bin-height fairness diagnostic
longitudinal_c0_growth_control,Longitudinal c0 growth control,validations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/validations/longitudinal_c0_growth_control.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,cohort-age c0 adjustment; publication-year citation-growth control; longitudinal normalization check
author_productivity_distribution_collapse,Author productivity distribution collapse,validations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/validations/author_productivity_distribution_collapse.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,N/N0 productivity collapse; publication-rate distribution scaling; field-normalized author output distribution
cited_half_life_temporal_confound,Cited half-life temporal confound,validations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/validations/cited_half_life_temporal_confound.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,citation half-life field confound; delayed-recognition normalization caveat; temporal citation-profile confound
single_publication_evaluation_boundary,Single-publication evaluation boundary,representations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/representations/single_publication_evaluation_boundary.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,article-level evaluation boundary; publication-as-impact-unit; minimal bibliometric evaluation unit
impact_factor_field_bias_demonstrator,Impact-factor field-bias demonstrator,validations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/validations/impact_factor_field_bias_demonstrator.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,JIF field-scale contrast; journal impact-factor normalization motivation; cross-field JIF bias example
wos_citation_event_definition,WoS citation-event definition,representations,full_text_seed,Radicchi et al. (2008),2008,Radicchi et al. (2008),2008,concepts/representations/wos_citation_event_definition.md,10.1073/pnas.0806977105,W2151866568,pub.1052550373,W2151866568,WoS citation-count definition; indexed-reference citation event; Thomson citation event model
outside_domain_reviewer_indicator,Outside-domain reviewer indicator,measures,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/measures/outside_domain_reviewer_indicator.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,outside-domain reviewer; disease-domain outsider; broad expertise-distance flag
coauthor_bridge_domain_proximity_check,Coauthor-bridge domain proximity check,validations,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/validations/coauthor_bridge_domain_proximity_check.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,coauthor-linked outsider check; indirect domain proximity; collaborator bridge validation
embedded_grant_contest_field_experiment,Embedded grant-contest field experiment,methods,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/methods/embedded_grant_contest_field_experiment.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,lab-in-the-field grant contest; embedded proposal contest; real-stakes review experiment
mean_review_score_resource_allocation_rule,Mean review-score resource-allocation rule,methods,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/methods/mean_review_score_resource_allocation_rule.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,average-score award rule; mean proposal ranking; review-score allocation rule
moderate_novelty_review_premium,Moderate novelty review premium,mechanisms,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/mechanisms/moderate_novelty_review_premium.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,moderate novelty reward; nonmonotonic novelty evaluation; acceptable novelty premium
distance_novelty_additivity_check,Distance-novelty additivity check,validations,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/validations/distance_novelty_additivity_check.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,distance-by-novelty null; additive review model; novelty-distance independence check
linear_distance_response_diagnostic,Linear distance-response diagnostic,validations,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/validations/linear_distance_response_diagnostic.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,distance linearity test; close-reviewer step-function null; agency-spike diagnostic
conditional_review_score_dispersion_test,Conditional review-score dispersion test,validations,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/validations/conditional_review_score_dispersion_test.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,review heteroskedasticity test; score-dispersion null; uncertainty variance diagnostic
expert_signal_denoising_divergence_test,Expert-signal denoising divergence test,validations,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/validations/expert_signal_denoising_divergence_test.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,denoised expert ranking test; expert-average divergence; closest-expert signal isolation
distance_adjusted_expert_rank_correction,Distance-adjusted expert rank correction,methods,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/methods/distance_adjusted_expert_rank_correction.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,adjusted expert ranking; reviewer-severity correction; distance-corrected review allocation
marketplace_of_ideas_selection_fallacy,Marketplace-of-ideas selection fallacy,mechanisms,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/mechanisms/marketplace_of_ideas_selection_fallacy.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,idea-market fallacy; meritocratic selection myth; institutional idea filtering
novelty_underinvestment_selection_pathway,Novelty-underinvestment selection pathway,consequences,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/consequences/novelty_underinvestment_selection_pathway.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,exploratory underinvestment; novelty selection loss; review-induced novelty shortfall
delayed_independent_contribution_window,Delayed independent contribution window,consequences,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/consequences/delayed_independent_contribution_window.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,delayed independent output; compressed innovation phase; late frontier entry; shortened inventive career
doctorate_duration_frontier_entry_signal,Doctorate duration as frontier-entry signal,measures,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/measures/doctorate_duration_frontier_entry_signal.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,time-to-doctorate signal; highest-degree age proxy; postdoc training burden; frontier-entry education proxy
cross_field_age_invariance_puzzle,Cross-field age invariance puzzle,validations,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/validations/cross_field_age_invariance_puzzle.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,age-depth null; field-invariant entry age; age invariance fact; cross-sectional education equalization
field_jump_reeducation_lag,Field-jump reeducation lag,mechanisms,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/mechanisms/field_jump_reeducation_lag.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,reeducation delay; switching retraining lag; cross-field learning lag; field mobility training cost
isoelastic_education_expenditure_share,Isoelastic education expenditure share,mechanisms,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/mechanisms/isoelastic_education_expenditure_share.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,constant education share; education-income ratio; breadth expenditure share; isoelastic learning cost
knowledge_breadth_idea_arrival_function,Knowledge-breadth idea-arrival function,methods,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/methods/knowledge_breadth_idea_arrival_function.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,idea arrival rate; innovator production function; inspiration function; breadth-based creativity rate
breadth_productivity_tradeoff,Breadth-productivity tradeoff,mechanisms,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/mechanisms/breadth_productivity_tradeoff.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,breadth returns; expert breadth productivity; recombination breadth; breadth versus training cost
academic_coauthorship_burden_generalization,Academic coauthorship burden generalization,validations,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/validations/academic_coauthorship_burden_generalization.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,academic teamwork generalization; coauthorship burden evidence; non-patent team response; publication teamwork validation
same_cohort_productivity_equivalence,Same-cohort productivity equivalence,mechanisms,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/mechanisms/same_cohort_productivity_equivalence.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,cohort contribution parity; within-cohort productivity equalization; application-area productivity equivalence
cohort_productivity_contribution_aggregation,Cohort productivity contribution aggregation,methods,full_text_seed,Jones (2009),2009,Jones (2009),2009,concepts/methods/cohort_productivity_contribution_aggregation.md,10.1111/j.1467-937x.2008.00531.x,W3124253902,pub.1061936767,W3124253902,living-cohort innovation aggregation; cohort-weighted R&D productivity; innovator cohort contribution; cohort productivity accounting
article_letter_team_production_scope_boundary,Article-letter team-production scope boundary,validations,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/validations/article_letter_team_production_scope_boundary.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,article-letter denominator; Wuchty document-type scope; team-production publication filter
author_inventor_team_equivalence_rule,Author-inventor team equivalence rule,representations,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/representations/author_inventor_team_equivalence_rule.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,author-inventor team bridge; cross-domain team definition; inventor-count team proxy
domain_start_year_coverage_boundary,Domain start-year coverage boundary,validations,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/validations/domain_start_year_coverage_boundary.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,branch start-year boundary; unequal domain window; coverage-start sensitivity
first_last_five_year_team_contrast,First/last five-year team contrast,methods,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/methods/first_last_five_year_team_contrast.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,endpoint five-year contrast; first-last period design; Wuchty endpoint window
publication_year_matched_citation_age_control,Publication-year matched citation-age control,methods,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/methods/publication_year_matched_citation_age_control.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,within-year citation-age control; publication-year citation matching; citation exposure standardization
broad_domain_pooled_tail_denominator,Broad-domain pooled tail denominator,representations,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/representations/broad_domain_pooled_tail_denominator.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,pooled domain tail analysis; broad-area citation-tail denominator; pooled exceptional-research distribution
early_solo_zero_and_tail_polarization,Early solo zero-and-tail polarization,validations,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/validations/early_solo_zero_and_tail_polarization.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,solo impact polarization; early solo citation bimodality; zero-and-extreme solo pattern
team_advantage_direction_level_decoupling,Team-advantage direction/level decoupling,validations,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/validations/team_advantage_direction_level_decoupling.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,RTI slope-level split; current advantage despite decline; team-impact direction caveat
authorship_norm_heterogeneity_robustness,Authorship-norm heterogeneity robustness,validations,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/validations/authorship_norm_heterogeneity_robustness.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,byline-norm robustness; authorship convention heterogeneity check; coauthorship norm robustness
us_utility_patent_issue_scope_boundary,U.S. utility-patent issue-scope boundary,datasets,full_text_seed,Wuchty et al. (2007),2007,Wuchty et al. (2007),2007,concepts/datasets/us_utility_patent_issue_scope_boundary.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,USPTO utility-patent scope; issued-patent denominator; HJT patent-scope boundary
contribution_unevenness_l_ratio_predictor,Contribution-unevenness L-ratio predictor,methods,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/methods/contribution_unevenness_l_ratio_predictor.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,contribution inequality predictor; role unevenness feature; L-ratio contribution dispersion
journal_specific_l_ratio_baseline,Journal-specific L-ratio baseline,measures,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/measures/journal_specific_l_ratio_baseline.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,journal L-ratio benchmark; contribution-source flatness baseline; journal role-structure baseline
role_specific_same_year_productivity,Role-specific same-year productivity,measures,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/measures/role_specific_same_year_productivity.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,lead-support productivity measure; focal-year productivity; role-stratified author output
team_career_age_structure_controls,Team career-age structure controls,validations,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/validations/team_career_age_structure_controls.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,career-age controls; seniority-structure adjustment; team age-composition robustness
gender_unmeasured_l_ratio_confound,Gender-unmeasured L-ratio confound,validations,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/validations/gender_unmeasured_l_ratio_confound.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,gender-control gap; unmeasured demographic role confound; gendered L-ratio robustness gap
reference_topic_role_contribution_signal,Reference/topic role-contribution signal,validations,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/validations/reference_topic_role_contribution_signal.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,topic-reference leadership signal; intellectual-input role signal; focal idea contribution signal
first_corresponding_author_role_alignment,First/corresponding-author role alignment,validations,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/validations/first_corresponding_author_role_alignment.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,first-corresponding role signal; byline-communication alignment; lead-author role alignment
top_decile_l_ratio_novelty_response,Top-decile L-ratio novelty response,measures,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/measures/top_decile_l_ratio_novelty_response.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,L-ratio novelty curve; top-novelty flat-team response; high-flatness novelty probability
l_ratio_outcome_battery,L-ratio outcome battery,methods,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/methods/l_ratio_outcome_battery.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,flat-team outcome panel; L-ratio performance battery; hierarchy outcome suite
bootstrapped_l_ratio_response_curves,Bootstrapped L-ratio response curves,validations,full_text_seed,Xu et al. (2022),2022,Xu et al. (2022),2022,concepts/validations/bootstrapped_l_ratio_response_curves.md,10.1073/pnas.2200927119,W4226148732,pub.1148413764,W4226148732,L-ratio uncertainty curves; bootstrapped flatness gradients; hierarchy response envelopes
experimental_to_analytic_specialization_shift,Experimental-to-analytic specialization shift,mechanisms,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/mechanisms/experimental_to_analytic_specialization_shift.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,PE-to-AD shift; experimental-to-data-analysis specialization; specialized profile task migration
middle_author_resource_specialization,Middle-author resource specialization,mechanisms,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/mechanisms/middle_author_resource_specialization.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,CT-heavy middle authorship; middle-author resource role; materials-tools contribution niche
late_career_secondary_support_shift,Late-career secondary support shift,mechanisms,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/mechanisms/late_career_secondary_support_shift.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,senior support turn; late-career leadership handoff; secondary-role seniority
supporting_multicontribution_floor,Supporting multi-contribution floor,measures,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/measures/supporting_multicontribution_floor.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,low-intensity multicontribution; support profile task breadth; supporting role floor
contribution_statement_equal_intensity_problem,Contribution-statement equal-intensity problem,validations,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/validations/contribution_statement_equal_intensity_problem.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,within-task contribution intensity; equal-contribution ambiguity; task-claim weighting problem
competitive_contributorship_dispute_risk,Competitive contributorship dispute risk,validations,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/validations/competitive_contributorship_dispute_risk.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,contribution claim dispute risk; evaluative contributorship gaming; self-reported role conflict
plos_one_dominant_training_corpus_bias,PLOS ONE-dominant training corpus bias,validations,full_text_seed,Robinson-Garcia et al. (2020),2020,Robinson-Garcia et al. (2020),2020,concepts/validations/plos_one_dominant_training_corpus_bias.md,10.7554/elife.60586,W3097159753,pub.1132069903,W3097159753,PLOS ONE source dominance; PLOS training concentration; journal-skewed contribution corpus
