concept_id_a,concept_id_b,cosine_similarity,shared_terms,page_path_a,page_path_b
disambiguation_threshold_flexibility_upper_bound,q_estimation_sample_size_threshold,0.2476,threshold; thresholds; sample; size; estimate; reliable; author; benchmark,concepts/validations/disambiguation_threshold_flexibility_upper_bound.md,concepts/validations/q_estimation_sample_size_threshold.md
communication_technology_jump_test,residual_digital_distance_friction,0.2475,communication; distance; collaboration; period; internet; technologies; test; geography,concepts/validations/communication_technology_jump_test.md,concepts/validations/residual_digital_distance_friction.md
interdisciplinarity_factor_retention_diagnostics,theory_matched_interdisciplinarity_measure_selection,0.2474,interdisciplinarity; theory; variety; disparity; balance; indicator; wang; glanzel,concepts/methods/interdisciplinarity_factor_retention_diagnostics.md,concepts/methods/theory_matched_interdisciplinarity_measure_selection.md
maximum_score_tail_parameter_estimator,truncated_hyperbolic_sampling_adjustment,0.2474,price; distribution; cumulative; tail; advantage; parameter; estimator; w2080450835,concepts/methods/maximum_score_tail_parameter_estimator.md,concepts/methods/truncated_hyperbolic_sampling_adjustment.md
policy_attention_coverage_bias,societal_impact_intangibles_blindspot,0.2474,societal; policy; bornmann; documents; mentions; haunschild; indicator; indicators,concepts/validations/policy_attention_coverage_bias.md,concepts/validations/societal_impact_intangibles_blindspot.md
citation_index_snapshot_dependence,small_particle_physics_co_citation_benchmark,0.2473,small; snapshot; particle; historical; modern; example; physics; provenance,concepts/validations/citation_index_snapshot_dependence.md,concepts/datasets/small_particle_physics_co_citation_benchmark.md
faculty_retention_attrition,stale_concurrent_employment_record_cleanup,0.2473,faculty; roster; wapman; appointments; retention; university; true; appointment,concepts/mechanisms/faculty_retention_attrition.md,concepts/methods/stale_concurrent_employment_record_cleanup.md
own_work_reliance_disruption_penalty,unlinked_reference_coverage_control,0.2473,disruption; park; leahey; w4313545395; funk; knowledge; disruptive; patents,concepts/mechanisms/own_work_reliance_disruption_penalty.md,concepts/validations/unlinked_reference_coverage_control.md
application_signal_to_mobility_conversion_gap,scientific_mobility,0.2471,mobility; sugimoto; affiliation; talent; yegros; retention; capacity; policy,concepts/validations/application_signal_to_mobility_conversion_gap.md,concepts/mechanisms/scientific_mobility.md
crossref_journal_article_type_noise,open_access_resolver_workflows,0.2471,crossref; piwowar; article; open; type; access; prevalence; denominator,concepts/validations/crossref_journal_article_type_noise.md,concepts/methods/open_access_resolver_workflows.md
disciplinary_core_remote_borrowing_strategy,interdisciplinarity_dimensions,0.2471,disparity; variety; balance; interdisciplinarity; core; disciplinary; interdisciplinary; wang,concepts/mechanisms/disciplinary_core_remote_borrowing_strategy.md,concepts/measures/interdisciplinarity_dimensions.md
evaluated_party_data_verification,indicator_lifecycle_review,0.2471,hicks; indicator; evaluated; evaluation; indicators; audit; research; review,concepts/validations/evaluated_party_data_verification.md,concepts/methods/indicator_lifecycle_review.md
research_fronts,taxonomic_subject_knowledge_parcels,0.2471,fronts; front; price; recent; tightly; intellectual; cluster; literature,concepts/mechanisms/research_fronts.md,concepts/representations/taxonomic_subject_knowledge_parcels.md
coauthorship_citation_network_distinction,social_contact_proxy_boundary,0.2470,newman; coauthorship; social; collaboration; edge; edges; different; tie,concepts/representations/coauthorship_citation_network_distinction.md,concepts/validations/social_contact_proxy_boundary.md
context_specific_scisci_prediction_data,predecision_feature_admissibility_boundary,0.2470,clauset; timely; rejected; peer; sources; media; communication; manuscript,concepts/datasets/context_specific_scisci_prediction_data.md,concepts/validations/predecision_feature_admissibility_boundary.md
author_level_output_reallocation_check,people_not_projects_reallocation_option,0.2469,reallocation; azoulay; funding; level; effort; graff; zivin; value,concepts/validations/author_level_output_reallocation_check.md,concepts/mechanisms/people_not_projects_reallocation_option.md
career_history_inclusion_proxy_sensitivity,q_estimation_sample_size_threshold,0.2468,career; thresholds; error; threshold; sample; minimum; publication; early,concepts/validations/career_history_inclusion_proxy_sensitivity.md,concepts/validations/q_estimation_sample_size_threshold.md
elite_publication_selectivity_signal,publication_overload_attention_competition,0.2468,merton; attention; eminent; publication; readers; selective; readership; w4292887282,concepts/mechanisms/elite_publication_selectivity_signal.md,concepts/mechanisms/publication_overload_attention_competition.md
elite_publication_selectivity_signal,status_authority_evaluation_bias,0.2468,merton; eminent; elite; bias; signal; scientists; matthew; signals,concepts/mechanisms/elite_publication_selectivity_signal.md,concepts/mechanisms/status_authority_evaluation_bias.md
legal_access_discovery_infrastructure_feedback,oa_subscription_substitution_threshold,0.2468,resolver; access; piwowar; reader; legal; demand; availability; library,concepts/mechanisms/legal_access_discovery_infrastructure_feedback.md,concepts/mechanisms/oa_subscription_substitution_threshold.md
post_academic_application_context,societal_impact_comprehensiveness_feasibility_tradeoff,0.2468,societal; bornmann; context; assessment; documents; broader; measuring; research,concepts/mechanisms/post_academic_application_context.md,concepts/validations/societal_impact_comprehensiveness_feasibility_tradeoff.md
acumen_gep_performance_portfolio,research_assessment_implementation_experiments,0.2467,assessment; moher; criteria; portfolio; implementation; promotion; tenure; evaluation,concepts/methods/acumen_gep_performance_portfolio.md,concepts/validations/research_assessment_implementation_experiments.md
content_embedding_entity_enrichment_pathway,production_recommender_embedding_feature_boost,0.2467,embedding; features; embeddings; sciscinet; scholarly; validation; based; large,concepts/methods/content_embedding_entity_enrichment_pathway.md,concepts/validations/production_recommender_embedding_feature_boost.md
universal_citation_history_rescaling,weighted_ks_citation_fit_test,0.2467,curve; fit; histories; fitted; wang; model; history; test,concepts/validations/universal_citation_history_rescaling.md,concepts/validations/weighted_ks_citation_fit_test.md
alpha_correction_degrees_of_freedom_limit,self_serving_analytic_ambiguity,0.2466,analytic; simmons; freedom; ambiguity; flexibility; degrees; path; false,concepts/validations/alpha_correction_degrees_of_freedom_limit.md,concepts/mechanisms/self_serving_analytic_ambiguity.md
hot_field_proteus_phenomenon,hot_streaks,0.2466,hot; sequence; phenomenon; claims; sequences; dynamics; early; refinement,concepts/mechanisms/hot_field_proteus_phenomenon.md,concepts/mechanisms/hot_streaks.md
novelty_robustness_specification_sweep,topic_keyword_embedding_novelty,0.2466,novelty; keyword; negative; pair; keywords; semantic; pairs; embeddings,concepts/validations/novelty_robustness_specification_sweep.md,concepts/measures/topic_keyword_embedding_novelty.md
former_imperial_university_core_status_proxy,funding_status_interaction_test,0.2464,funding; core; university; institutional; interaction; competitive; respondent; wang,concepts/measures/former_imperial_university_core_status_proxy.md,concepts/validations/funding_status_interaction_test.md
normalized_publication_relatedness,pmra_overexpansion_cutoff_check,0.2464,relatedness; related; publication; inclusion; all; set; does; score,concepts/measures/normalized_publication_relatedness.md,concepts/validations/pmra_overexpansion_cutoff_check.md
annual_peer_feedback_meetings,high_touch_funding_scalability_boundary,0.2463,program; azoulay; critique; feedback; hhmi; funding; elite; manso,concepts/mechanisms/annual_peer_feedback_meetings.md,concepts/validations/high_touch_funding_scalability_boundary.md
eponymous_prior_work_extension_signal,title_abstract_paper_embeddings,0.2463,abstract; title; signal; author; abstracts; front; matter; titles,concepts/validations/eponymous_prior_work_extension_signal.md,concepts/representations/title_abstract_paper_embeddings.md
canonical_result_reproduction_validation,metric_family_product_versioning,0.2462,product; metric; release; old; definitions; analyses; coverage; definition,concepts/validations/canonical_result_reproduction_validation.md,concepts/datasets/metric_family_product_versioning.md
journal_article_mobility_coverage_bias,scholar_stranding_work_interruption,0.2460,mobility; sugimoto; affiliation; yegros; migration; restrictions; publication; murray,concepts/validations/journal_article_mobility_coverage_bias.md,concepts/consequences/scholar_stranding_work_interruption.md
milestone_event_citation_historiograph,regular_equivalence_intellectual_generations,0.2460,milestone; event; hummon; doreian; terminal; events; path; dependency,concepts/representations/milestone_event_citation_historiograph.md,concepts/methods/regular_equivalence_intellectual_generations.md
application_signal_to_mobility_conversion_gap,journal_article_mobility_coverage_bias,0.2458,mobility; affiliation; sugimoto; yegros; publication; countries; movement; murray,concepts/validations/application_signal_to_mobility_conversion_gap.md,concepts/validations/journal_article_mobility_coverage_bias.md
research_information_system_verification_workflow,transparent_metric_construction,0.2458,hicks; metric; provider; evaluation; systems; assessed; researchers; research,concepts/methods/research_information_system_verification_workflow.md,concepts/methods/transparent_metric_construction.md
auditable_external_impact_evidence,policy_attention_coverage_bias,0.2457,societal; policy; bornmann; influence; non; mention; documents; organizations,concepts/validations/auditable_external_impact_evidence.md,concepts/validations/policy_attention_coverage_bias.md
central_scientist_reputation_approximation,mentor_prestige_fit_tradeoff,0.2457,mentor; reputation; prestige; petersen; effects; mentors; w2152513188; pammolli,concepts/validations/central_scientist_reputation_approximation.md,concepts/hypotheses/mentor_prestige_fit_tradeoff.md
citation_face_value_validity_boundary,expert_curated_historiograph_coding_precondition,0.2457,hummon; doreian; historiograph; validity; edge; w2155046806; historical; content,concepts/validations/citation_face_value_validity_boundary.md,concepts/validations/expert_curated_historiograph_coding_precondition.md
citation_regime_stratified_modeling,citation_tail_sparsity_limit,0.2457,tail; redner; distribution; fits; fitting; fit; ranges; w2062021443,concepts/methods/citation_regime_stratified_modeling.md,concepts/validations/citation_tail_sparsity_limit.md
acumen_gep_performance_portfolio,selected_output_portfolio_review,0.2455,portfolio; output; dossier; narrative; assessment; outputs; reviewers; academic,concepts/methods/acumen_gep_performance_portfolio.md,concepts/methods/selected_output_portfolio_review.md
assessment_decision_responsibility_retention,novelty_sensitive_indicator_portfolio,0.2455,decision; judgment; indicator; dashboard; evaluation; assessment; indicators; qualitative,concepts/methods/assessment_decision_responsibility_retention.md,concepts/methods/novelty_sensitive_indicator_portfolio.md
preregistration_specificity_gradient,registered_report_second_stage_adherence_review,0.2455,plan; nosek; preregistration; adherence; vague; registered; decision; preregistered,concepts/validations/preregistration_specificity_gradient.md,concepts/validations/registered_report_second_stage_adherence_review.md
bare_citation_field_odds_gap,impact_factor_field_bias_demonstrator,0.2453,raw; radicchi; contrast; normalization; cross; gap; density; example,concepts/validations/bare_citation_field_odds_gap.md,concepts/validations/impact_factor_field_bias_demonstrator.md
cited_predecessor_semantic_diversity,eponymous_prior_work_extension_signal,0.2453,predecessor; cited; predecessors; title; disruption; prior; titles; abstracts,concepts/measures/cited_predecessor_semantic_diversity.md,concepts/validations/eponymous_prior_work_extension_signal.md
content_embedding_entity_enrichment_pathway,title_abstract_paper_embeddings,0.2453,abstract; embedding; embeddings; content; semantic; abstracts; vector; bibliographic,concepts/methods/content_embedding_entity_enrichment_pathway.md,concepts/representations/title_abstract_paper_embeddings.md
metric_eligibility_window_manifest,novelty_measure_eligibility_denominator,0.2453,eligibility; novelty; denominator; eligible; filter; filters; make; required,concepts/methods/metric_eligibility_window_manifest.md,concepts/validations/novelty_measure_eligibility_denominator.md
evaluated_party_data_verification,replication_incentive_tuning_portfolio,0.2452,verification; correction; evaluation; outputs; publication; before; should; list,concepts/validations/evaluated_party_data_verification.md,concepts/mechanisms/replication_incentive_tuning_portfolio.md
community_governed_prediction_tools,prediction_feedback_loops,0.2451,prediction; clauset; predictive; loop; evaluation; automated; tools; predictions,concepts/methods/community_governed_prediction_tools.md,concepts/validations/prediction_feedback_loops.md
early_career_sponsorship,elite_problem_taste_socialization,0.2451,elite; early; problem; later; merton; scientists; training; access,concepts/mechanisms/early_career_sponsorship.md,concepts/mechanisms/elite_problem_taste_socialization.md
language_transliteration_coverage_bias,ssh_bibliometric_coverage_gap,0.2451,language; regional; coverage; journals; source; non; gap; local,concepts/validations/language_transliteration_coverage_bias.md,concepts/validations/ssh_bibliometric_coverage_gap.md
nih_study_section_review_process,unsolicited_topic_proposal_channel,0.2451,agha; topic; priority; investigator; review; nih; proposal; institute,concepts/methods/nih_study_section_review_process.md,concepts/mechanisms/unsolicited_topic_proposal_channel.md
bibliometric_social_welfare_boundary,rcr_translational_outcome_boundary,0.2450,health; outcome; clinical; boundary; outcomes; patent; social; broader,concepts/validations/bibliometric_social_welfare_boundary.md,concepts/consequences/rcr_translational_outcome_boundary.md
community_extensible_measure_layer,sciscinet_table_inventory_manifest,0.2450,lake; lin; table; tables; row; file; release; external,concepts/methods/community_extensible_measure_layer.md,concepts/datasets/sciscinet_table_inventory_manifest.md
disruption_consolidation,unlinked_reference_coverage_control,0.2450,disruption; park; funk; disruptive; focal; coverage; patents; leahey,concepts/mechanisms/disruption_consolidation.md,concepts/validations/unlinked_reference_coverage_control.md
oldest_cohort_pagerank_floor,physical_review_internal_citation_coverage,0.2450,pagerank; chen; physical; coverage; review; w1539510218; journal; xie,concepts/validations/oldest_cohort_pagerank_floor.md,concepts/validations/physical_review_internal_citation_coverage.md
institutional_prestige_hierarchy,scientific_resource_cumulative_advantage,0.2448,prestige; centers; faculty; excellence; merton; elite; hiring; institutional,concepts/mechanisms/institutional_prestige_hierarchy.md,concepts/mechanisms/scientific_resource_cumulative_advantage.md
multi_field_metric_multiplicity,sciscinet_precomputed_metric_bundle,0.2448,lin; metric; normalized; lake; row; indicators; metrics; level,concepts/representations/multi_field_metric_multiplicity.md,concepts/datasets/sciscinet_precomputed_metric_bundle.md
between_school_collaboration_share,collaboration_technology_social_endogeneity,0.2447,collaboration; university; jones; institutional; engineering; social; growth; multi,concepts/measures/between_school_collaboration_share.md,concepts/mechanisms/collaboration_technology_social_endogeneity.md
cross_field_seir_benchmark,field_query_corpus_construction,0.2447,bettencourt; query; w2143083489; specialty; construction; author; population; case,concepts/validations/cross_field_seir_benchmark.md,concepts/methods/field_query_corpus_construction.md
faculty_analysis_denominator_manifest,metric_eligibility_window_manifest,0.2447,eligibility; manifest; denominator; window; rules; manifests; coverage; each,concepts/methods/faculty_analysis_denominator_manifest.md,concepts/methods/metric_eligibility_window_manifest.md
career_security_innovation_buffer,unpublished_failure_censoring,0.2446,risky; projects; strategy; foster; failure; unpublished; rzhetsky; strategies,concepts/mechanisms/career_security_innovation_buffer.md,concepts/validations/unpublished_failure_censoring.md
continued_access_retracted_articles,paper_details_sidecar_table,0.2446,retracted; retraction; retained; record; provenance; while; downstream; detailed,concepts/methods/continued_access_retracted_articles.md,concepts/representations/paper_details_sidecar_table.md
paper_details_sidecar_table,post_retraction_citation_persistence,0.2445,retraction; retracted; primary; downstream; detailed; expose; while; users,concepts/representations/paper_details_sidecar_table.md,concepts/measures/post_retraction_citation_persistence.md
setback_response_heterogeneity_agenda,unobservable_effort_grit_residual,0.2444,setback; response; wang; post; jones; hypothesis; career; early,concepts/hypotheses/setback_response_heterogeneity_agenda.md,concepts/hypotheses/unobservable_effort_grit_residual.md
distribution_sensitive_matched_pair_tests,team_size_distribution_contrast_tests,0.2443,tests; distributional; size; control; distribution; distributions; comparisons; sensitive,concepts/validations/distribution_sensitive_matched_pair_tests.md,concepts/validations/team_size_distribution_contrast_tests.md
evaluation_data_quality_budgeting,reviewer_budget_blinding_rule,0.2442,budget; evaluation; quality; budgets; decisions; says; design; record,concepts/methods/evaluation_data_quality_budgeting.md,concepts/methods/reviewer_budget_blinding_rule.md
gendered_self_citation_gap,jstor_blackout_window_time_series_artifact,0.2442,jstor; self; king; gender; moving; years; coverage; time,concepts/mechanisms/gendered_self_citation_gap.md,concepts/validations/jstor_blackout_window_time_series_artifact.md
complex_system_node_edge_abstraction,network_topology_observability,0.2440,topology; albert; graph; systems; node; system; edge; barabasi,concepts/representations/complex_system_node_edge_abstraction.md,concepts/methods/network_topology_observability.md
disambiguation_evaluation_metrics,orcid_assisted_person_disambiguation,0.2440,orcid; precision; recall; clusters; author; person; cluster; disambiguation,concepts/validations/disambiguation_evaluation_metrics.md,concepts/methods/orcid_assisted_person_disambiguation.md
gendered_care_service_topic_sorting,prosocial_science_service_indicators,0.2439,service; roles; portfolio; detail; problem; dimensions; connects; identify,concepts/mechanisms/gendered_care_service_topic_sorting.md,concepts/measures/prosocial_science_service_indicators.md
broad_search_time_policy,reference_age_search_depth,0.2438,search; park; time; older; disruption; disruptive; frontier; patents,concepts/mechanisms/broad_search_time_policy.md,concepts/measures/reference_age_search_depth.md
classic_ephemeral_literature_split,publication_volume_rescaled_half_life,0.2438,half; life; literature; attention; publication; year; differences; split,concepts/mechanisms/classic_ephemeral_literature_split.md,concepts/measures/publication_volume_rescaled_half_life.md
pre_death_subfield_momentum_split,subfield_coherence_barrier_measures,0.2438,pre; subfield; entry; death; event; azoulay; barrier; recent,concepts/measures/pre_death_subfield_momentum_split.md,concepts/measures/subfield_coherence_barrier_measures.md
co_citation_field_text_similarity_validation,symmetric_citation_similarity_weighting_caveat,0.2437,similarity; journal; topical; validation; influence; plos; choices; whether,concepts/validations/co_citation_field_text_similarity_validation.md,concepts/validations/symmetric_citation_similarity_weighting_caveat.md
alternative_indicator_mechanism_modeling,indicator_lifecycle_review,0.2432,indicator; indicators; metric; metrics; review; evaluation; assessment; gaming,concepts/methods/alternative_indicator_mechanism_modeling.md,concepts/methods/indicator_lifecycle_review.md
directed_citation_to_co_citation_symmetrization,directed_tensor_index_roles,0.2432,directed; direction; symmetrization; relations; symmetrized; preservation; relation; target,concepts/validations/directed_citation_to_co_citation_symmetrization.md,concepts/representations/directed_tensor_index_roles.md
lagging_indicator_prediction_limits,scientometric_measure_construct_validation,0.2432,prediction; clauset; movements; prizes; discovery; validation; causal; controlled,concepts/validations/lagging_indicator_prediction_limits.md,concepts/validations/scientometric_measure_construct_validation.md
assessment_scale_threshold_for_metrics,responsible_metrics,0.2431,assessment; scale; evaluation; metrics; indicators; metric; west; qualitative,concepts/mechanisms/assessment_scale_threshold_for_metrics.md,concepts/measures/responsible_metrics.md
doctoral_domain_training_match_heuristic,scientific_domain_lm_initialization_ablation,0.2431,domain; training; extends; level; test; whether; representation; seen,concepts/methods/doctoral_domain_training_match_heuristic.md,concepts/validations/scientific_domain_lm_initialization_ablation.md
journal_impact_factor_assessment_misuse,peer_review_contribution_r_index,0.2431,jif; moher; assessment; review; journal; promotion; factor; quality,concepts/validations/journal_impact_factor_assessment_misuse.md,concepts/measures/peer_review_contribution_r_index.md
co_citation_cluster_program_pipeline,excess_collaboration_clustering,0.2429,clustering; construction; method; automatically; notes; source; dimensions; seen,concepts/methods/co_citation_cluster_program_pipeline.md,concepts/validations/excess_collaboration_clustering.md
isoelastic_education_expenditure_share,knowledge_breadth_idea_arrival_function,0.2428,breadth; innovator; jones; knowledge; burden; innovation; model; cross,concepts/mechanisms/isoelastic_education_expenditure_share.md,concepts/methods/knowledge_breadth_idea_arrival_function.md
citable_item_denominator_ambiguity,source_journal_selection_efficiency,0.2427,citable; journal; garfield; journals; source; would; database; w2053549370,concepts/validations/citable_item_denominator_ambiguity.md,concepts/measures/source_journal_selection_efficiency.md
application_area_crowding_arbitrage,education_specialization_substitution,0.2426,depth; knowledge; specialization; jones; innovators; entry; education; teamwork,concepts/mechanisms/application_area_crowding_arbitrage.md,concepts/mechanisms/education_specialization_substitution.md
citation_component_root_selection,terminal_event_capstone_deadend_distinction,0.2426,terminal; path; hummon; doreian; nodes; node; main; historical,concepts/methods/citation_component_root_selection.md,concepts/representations/terminal_event_capstone_deadend_distinction.md
cited_half_life_temporal_confound,classic_ephemeral_literature_split,0.2425,half; life; lives; cited; age; differences; year; long,concepts/validations/cited_half_life_temporal_confound.md,concepts/mechanisms/classic_ephemeral_literature_split.md
self_citation_bootstrap_ratio_intervals,whitelisted_bootstrap_contributorship_bn,0.2424,bootstrap; uncertainty; method; assumptions; causal; methods; corpus; define,concepts/methods/self_citation_bootstrap_ratio_intervals.md,concepts/methods/whitelisted_bootstrap_contributorship_bn.md
citation_function_classification,manual_citation_content_analysis_scalability_gap,0.2423,teufel; function; classifier; automatic; classification; annotation; supervised; machine,concepts/methods/citation_function_classification.md,concepts/validations/manual_citation_content_analysis_scalability_gap.md
field_percentile_ifbscp_threshold,pre_disclosure_coercion_metric_alignment,0.2422,ifbscp; survey; chorus; metric; waltman; journal; journals; coercive,concepts/validations/field_percentile_ifbscp_threshold.md,concepts/validations/pre_disclosure_coercion_metric_alignment.md
author_metric_formula_constant_disclosure,publication_count_funding_formula_response,0.2421,formula; indicator; metrics; policy; design; database; target; seen,concepts/methods/author_metric_formula_constant_disclosure.md,concepts/mechanisms/publication_count_funding_formula_response.md
fixed_size_random_network_baseline,network_topology_stability_target,0.2420,degree; albert; random; baseline; renyi; barabasi; erdos; observed,concepts/validations/fixed_size_random_network_baseline.md,concepts/methods/network_topology_stability_target.md
fixed_slot_award_exclusion,nsf_award_publication_web_crawl,0.2420,award; equivalent; number; gap; complete; mechanism; change; sciscinet,concepts/mechanisms/fixed_slot_award_exclusion.md,concepts/methods/nsf_award_publication_web_crawl.md
academic_origin_ambiguity_caveat,laboratory_origin_attribution_anchor,0.2419,origin; author; training; when; first; labels; depending; label,concepts/validations/academic_origin_ambiguity_caveat.md,concepts/mechanisms/laboratory_origin_attribution_anchor.md
fixed_embedding_transfer_evaluation,scibert_cls_document_pooling,0.2419,embedding; scibert; specter; cohan; vector; fine; tasks; document,concepts/validations/fixed_embedding_transfer_evaluation.md,concepts/methods/scibert_cls_document_pooling.md
k50_cocitation_relatedness,science_map_measure_selection_grid,0.2419,k50; map; scalability; readability; cosine; boyack; accuracy; pearson,concepts/methods/k50_cocitation_relatedness.md,concepts/validations/science_map_measure_selection_grid.md
stochastic_clustering_run_selection,wos_2001_2010_publication_classification_corpus,0.2418,eck; van; classification; waltman; publication; retained; w2126566678; level,concepts/validations/stochastic_clustering_run_selection.md,concepts/datasets/wos_2001_2010_publication_classification_corpus.md
co_citation,ordinal_co_citation_edge_scale,0.2417,ordinal; small; legend; edge; cited; strength; maps; weight,concepts/representations/co_citation.md,concepts/representations/ordinal_co_citation_edge_scale.md
external_oral_defense_review,renewal_sensitivity_incentive_validation,0.2417,renewal; azoulay; review; program; hhmi; high; funding; process,concepts/methods/external_oral_defense_review.md,concepts/validations/renewal_sensitivity_incentive_validation.md
multiplexity_induced_correlations,science_as_multiscale_network,0.2417,layer; coupled; layers; multilayer; dynamical; cross; artifacts; node,concepts/mechanisms/multiplexity_induced_correlations.md,concepts/representations/science_as_multiscale_network.md
education_specialization_substitution,paradigm_shift_knowledge_simplification,0.2415,knowledge; depth; jones; burden; training; entry; frontier; innovation,concepts/mechanisms/education_specialization_substitution.md,concepts/mechanisms/paradigm_shift_knowledge_simplification.md
metadata_extraction_modality_flags,openalex_affiliation_ror_linking,0.2414,unstructured; structured; affiliation; institution; priem; publisher; parsing; string,concepts/methods/metadata_extraction_modality_flags.md,concepts/methods/openalex_affiliation_ror_linking.md
component_ablation_fit_validation,weighted_ks_citation_fit_test,0.2413,fit; model; goodness; fitted; test; validation; statistic; statistics,concepts/validations/component_ablation_fit_validation.md,concepts/validations/weighted_ks_citation_fit_test.md
people_not_projects_reallocation_option,wos_cited_reference_topic_pivot_detection,0.2413,pivot; topic; away; far; shifts; mechanism; research; than,concepts/mechanisms/people_not_projects_reallocation_option.md,concepts/methods/wos_cited_reference_topic_pivot_detection.md
publication_level_field_classification,stochastic_clustering_run_selection,0.2413,clustering; eck; van; level; waltman; classification; w2126566678; publication,concepts/methods/publication_level_field_classification.md,concepts/validations/stochastic_clustering_run_selection.md
societal_impact_institutional_foundations,societal_impact_intangibles_blindspot,0.2412,societal; bornmann; policy; institutional; mentions; documents; case; indicators,concepts/representations/societal_impact_institutional_foundations.md,concepts/validations/societal_impact_intangibles_blindspot.md
community_governed_prediction_tools,context_specific_scisci_prediction_data,0.2411,prediction; clauset; predictive; governance; evaluation; predictions; safeguards; larremore,concepts/methods/community_governed_prediction_tools.md,concepts/datasets/context_specific_scisci_prediction_data.md
cross_object_subject_classification,research_flow_signal_timing,0.2411,hook; object; trials; entity; research; policy; patents; grants,concepts/methods/cross_object_subject_classification.md,concepts/representations/research_flow_signal_timing.md
interaction_effect_alternative_explanation_stress_test,sparse_demographic_subgroup_cell_limit,0.2411,subgroup; funding; mechanism; estimates; underpowered; some; avoid; transparent,concepts/validations/interaction_effect_alternative_explanation_stress_test.md,concepts/validations/sparse_demographic_subgroup_cell_limit.md
pre_post_peak_impact_stationarity,self_benchmark_hit_flop_rates,0.2410,pre; scientist; post; highest; career; increase; each; difference,concepts/validations/pre_post_peak_impact_stationarity.md,concepts/measures/self_benchmark_hit_flop_rates.md
constructed_collaboration_sustainability_limit,controlled_access_group_information,0.2409,collaboration; access; wagner; leydesdorff; technical; ties; international; policy,concepts/validations/constructed_collaboration_sustainability_limit.md,concepts/mechanisms/controlled_access_group_information.md
journal_intercitation_cocitation_matrices,k50_cocitation_relatedness,0.2409,journal; inter; boyack; relatedness; matrix; journals; frequencies; normalized,concepts/representations/journal_intercitation_cocitation_matrices.md,concepts/methods/k50_cocitation_relatedness.md
bibliometric_social_welfare_boundary,prior_nih_pi_experience_split,0.2408,nih; agha; outcome; grant; peer; review; w1975626251; big,concepts/validations/bibliometric_social_welfare_boundary.md,concepts/validations/prior_nih_pi_experience_split.md
career_impact_normalization_branch,paper_first_normalization_before_aggregation,0.2408,normalization; normalized; raw; career; before; year; choices; first,concepts/methods/career_impact_normalization_branch.md,concepts/methods/paper_first_normalization_before_aggregation.md
scientific_field_recruitment_rate,stochastic_ensemble_parameter_fitting,0.2407,recruitment; parameter; bettencourt; fit; population; parameters; uncertainty; growth,concepts/measures/scientific_field_recruitment_rate.md,concepts/methods/stochastic_ensemble_parameter_fitting.md
sciscinet_crossref_event_doi_normalization,wos_citation_event_definition,0.2407,event; snapshot; normalized; isolation; motif; sciscinet; creates; inference,concepts/methods/sciscinet_crossref_event_doi_normalization.md,concepts/representations/wos_citation_event_definition.md
collective_credit_allocation,laboratory_origin_attribution_anchor,0.2405,credit; attribution; anchor; senior; merton; author; allocation; informal,concepts/measures/collective_credit_allocation.md,concepts/mechanisms/laboratory_origin_attribution_anchor.md
eminent_scientist_focalization,multiple_discovery_redundancy_function,0.2405,merton; redundancy; discovery; diffusion; communication; uptake; problem; multiple,concepts/mechanisms/eminent_scientist_focalization.md,concepts/mechanisms/multiple_discovery_redundancy_function.md
english_language_excellence_equation,wos_japanese_journal_coverage_limit,0.2405,english; language; indexed; coverage; outputs; publication; wos; non,concepts/mechanisms/english_language_excellence_equation.md,concepts/validations/wos_japanese_journal_coverage_limit.md
annual_peer_feedback_meetings,funding_program_alternative_mechanism_audit,0.2404,program; azoulay; peer; hhmi; funding; collaboration; effects; mechanism,concepts/mechanisms/annual_peer_feedback_meetings.md,concepts/validations/funding_program_alternative_mechanism_audit.md
citation_network_visual_scaling_limit,expert_curated_historiograph_coding_precondition,0.2404,hummon; doreian; historiograph; historical; curated; structural; w2155046806; dna,concepts/validations/citation_network_visual_scaling_limit.md,concepts/validations/expert_curated_historiograph_coding_precondition.md
exploration_retooling_lag,publication_lag_boundary_check,0.2403,lag; treatment; post; event; output; publication; check; funding,concepts/mechanisms/exploration_retooling_lag.md,concepts/validations/publication_lag_boundary_check.md
focal_predecessor_future_citation_triads,wos_cited_reference_topic_pivot_detection,0.2403,predecessor; focal; predecessors; cited; patent; away; represent; toward,concepts/representations/focal_predecessor_future_citation_triads.md,concepts/methods/wos_cited_reference_topic_pivot_detection.md
established_classic_confirmation_stress_test,negative_findings_evidence_value,0.2402,confirmation; findings; ioannidis; claims; claim; test; large; w2144981148,concepts/validations/established_classic_confirmation_stress_test.md,concepts/mechanisms/negative_findings_evidence_value.md
nsf_second_score_null_matching,sciscinet_dimensions_grant_linkage_validation,0.2402,nsf; grant; lin; linkage; matching; confidence; matched; award,concepts/methods/nsf_second_score_null_matching.md,concepts/validations/sciscinet_dimensions_grant_linkage_validation.md
author_count_citation_normalization_test,career_impact_normalization_branch,0.2401,normalization; normalized; count; source; specific; per; result; year,concepts/methods/author_count_citation_normalization_test.md,concepts/methods/career_impact_normalization_branch.md
citation_regime_stratified_modeling,low_citation_short_lifetime,0.2401,tail; redner; low; minimally; cited; lower; distribution; w2062021443,concepts/methods/citation_regime_stratified_modeling.md,concepts/mechanisms/low_citation_short_lifetime.md
